"target_EMST","LMST","matched_OMST","matched_EMST","abs_emst_diff","fitID","risk_multiplier"
3.00524981506339,0.5,3.36,2.99767016792667,0.00757964713672044,2,3.1
1,1.35,2.1,1.10594873216525,0.105948732165251,13,3.1
3.00524981506339,1.35,4,3.00524981506339,0,NA,3.1
4,1.35,5.1,4.10497609254076,0.104976092540758,19,3.1
3.00524981506339,1.75,4.51,3.21094109948302,0.205691284419624,7,3.1
